,repository_name,linguagens
826,datascienceontology,Shell
827,datascienceontology-frontend,TypeScript
828,Dataset-Epidemiologic-Investigation-COVID19,
829,DataStage,Shell
830,datastage-api-sample,C
831,datastage-java-sdk,Java
832,datastage-node-sdk,TypeScript
833,datastage-python-sdk,Python
834,datastage-standalone-workshop,COBOL
835,datastax-cassandra-clickstream,JavaScript
836,db-ai-serving,
837,Db2,Smarty
838,db2-accelerator-data-comparison,Java
839,db2-aws-rds-misc,HCL
840,db2-ctl,
841,db2-data-bridge,Java
842,db2-db2mt,
843,db2-dsmtop-wiki,JavaScript
844,db2-event-store-akka-streams,Jupyter Notebook
845,db2-event-store-clickstream,Jupyter Notebook
846,db2-event-store-iot-analytics,Jupyter Notebook
847,db2-event-store-taxi-trips,Java
848,db2-hackathon,HTML
849,db2-hadr-wiki,Python
850,db2-ibis-integration,
851,db2-jupyter,Jupyter Notebook
852,db2-Locking-Events-Html-Report,XSLT
853,db2-nodejs-web-app,JavaScript
854,db2-python,HTML
855,db2-samples,HTML
856,db2-summit-lab,HTML
857,Db2-zOS-samples,Batchfile
858,db2ctl,Shell
859,db2developerextension-about,CSS
860,db2forzosdeveloperextension-about,PowerShell
861,db2histmon,Python
862,db2sock-ibmi,C
863,db2warehouse-tools,Shell
864,db2whmigratetocos,Python
865,Db2ZTools,SQLPL
866,dbb,REXX
867,dbb-git-migration-modeler,Groovy
868,dbb-pipeline,COBOL
869,dbb-zappbuild,Groovy
870,dbt-watsonx-presto,Python
871,dbt-watsonx-spark,Python
872,dconsole,Roff
873,ddc-2021-development-to-production,Jupyter Notebook
874,ddc-2021-jumpstart-your-journey,Jupyter Notebook
875,ddc-cloud-native-security-labs,
876,ddc-hybrid-cloud-labs,
877,ddc-satellite-workshop,
878,ddlmig,Java
879,debater-eap-tutorial,Jupyter Notebook
880,debater-early-access-program-sdk,Python
881,Decentralized-Energy-Composer,TypeScript
882,decentralized-energy-fabric-on-IBP20,JavaScript
883,decision-optimization-center-openlab,Smarty
884,deep-learning-language-model,Jupyter Notebook
885,DeepAtlas,Lua
886,DeepRest,Go
887,deepsearch-raw-catalog-processing,Python
888,deformation-estimation-toolkit,Python
889,DEFT,Python
890,demeter,
891,demo-data-pipeline-w-code-engine,Java
892,demo-db,
893,demo-db-docker,Shell
894,depiction,Jupyter Notebook
895,Deploy-a-Cloud-Native-Application-that-uses-Generative-AI,JavaScript
896,deploy-app-using-tekton-on-kubernetes,JavaScript
897,deploy-graph-db-container,
898,deploy-python-openshift-s2i-tutorial,Python
899,deploy-python-openshift-tutorial,Python
900,deploy-react-kubernetes,JavaScript
901,deployable-architecture-builder-vscode-extension,
902,deployable-architecture-iac-lab-materials,HCL
903,deployer-operator,Go
904,design-kit,
905,detect-secrets,Python
906,detect-secrets-stream,Python
907,detect-timeseriesdata-change,Jupyter Notebook
908,detecting-failures-in-agentic-applications,
909,dev-advocate-demo-samples,JavaScript
910,develop-a-cloud-native-java-application-using-codewind,
911,developer,
912,Developer-Playground,JavaScript
913,developer_br,
914,developer_es,
915,developer_jp,
916,devex-skit-assets,Shell
917,devex-skit-monitor-toolchain,
918,devil-in-GAN,Jupyter Notebook
919,devops-test-readme,HTML
920,devopsauto-functest-actions,JavaScript
921,devopsauto-integrtest-actions,JavaScript
922,devopsauto-perftest-actions,JavaScript
923,devopsauto-testserver-actions,JavaScript
924,devopsauto-uitest-actions,JavaScript
925,devsecops-cli,TypeScript
926,diagrams,
927,diesel-core,Scala
928,diesel-i18n,Scala
929,diesel-json,Scala
930,diesel-json-form,TypeScript
931,diesel-monaco,TypeScript
932,differential-privacy-library,Python
933,diffg-rl,Python
934,DiffuseKronA,Python
935,digital-asset-trust-framework,
936,digital-health-pass,
937,digital-health-wallet,
938,digital-twin-benchmark-model,Jupyter Notebook
939,discover-archetype,Python
940,discover-tape-recall-integration,Shell
941,discovery-files,Python
942,discovery-webcrawl-insights,JavaScript
943,discrete-gaussian-differential-privacy,Python
944,distributed-evolutionary-ml,Python
945,distributed-join,Clojure
946,distributed-lock-spring-boot-starter,Java
947,diversescore,C++
948,diveye,Python
949,django-ibmi,Python
950,django-web-app,Python
951,dl-learning-path-assets,Jupyter Notebook
952,DLaaS-Getting-StartedTutorial,Python
953,dmctop-wiki,JavaScript
954,dml-operations-cockroachdb-operator-rhm,Jupyter Notebook
955,dna-replication,Jupyter Notebook
956,dnn-object-detection,Python
957,dns-svcs-go-sdk,Go
958,do-here-demo,Jupyter Notebook
959,doc-fusion,Python
960,doc-grounded-dialog-with-transformers,Python
961,docAMR,Python
962,DocGraphSummarization,
963,docker-dojo,
964,docker-hive,Dockerfile
965,docker-trino,Dockerfile
966,docker101,
967,docker_logdna,Rust
968,document-extraction-toolkit,JavaScript
969,document2slides,Python
970,doframework,Jupyter Notebook
971,domain-adaptive-attribution-robustness,Python
972,Domino-to-Cloudant-HTTP-Requests,
973,doors-26262-tool-qualification-kits,
974,doors-next-ri,JavaScript
975,DOT,Python
976,dotnet-s390x,Shell
977,dotnet-sdk-core,C#
978,double-pendulum-chaotic-dataset,Ruby
979,dp-config-batch-import,Python
980,dp-file-uploader,Python
981,DP-TabTransformer,Python
982,DPFS,Jupyter Notebook
983,DPP,Python
984,dqs,Python
985,dra-go-sdk,Go
986,dra-java-sdk,HTML
987,dra-node-sdk,JavaScript
988,dra-python-sdk,Python
989,drda-java,
990,Dromedary,Python
991,drones-iot-visual-recognition,
992,drop-agent,Python
993,drupal-nginx-php-kubernetes,PHP
994,drupal-on-kubernetes-sample,Shell
995,ds8k-exporter,Go
996,dsce-sample-apps,Python
997,dse-decision-optimization-utilities,Python
998,dse-do-dashboard,Python
999,dsmask,Java
1000,dsrc,Python
1001,dstc-noesis,Python
1002,dsx-twitter-auto-analysis,Jupyter Notebook
1003,dte-shared-components,JavaScript
1004,DTFJVendorCheck,Java
1005,dualtkb,
1006,Dump-Diff,Vue
1007,dWSimpleApp,JavaScript
1008,dWTVAdvancedApp,HTML
1009,dWTVServerless,HTML
1010,dWTVSimpleContainerApp,CSS
1011,DyCE-Watson-Virtual-Classroom,
1012,DyCE-Watson-Virtual-Classroom-OpenSource,Jupyter Notebook
1013,dynamic-pricing-model-in-SPSS-cp4d,
1014,dyslexia-assistance-app,
1015,e2r,Python
1016,EAD-Attack,Python
1017,easej-app-mod-demo,
1018,ebpf-router-ieee-cloud-2022,Python
1019,ecosystem-engineering-lab-E-Commerce-with-watsonx.data,
1020,ecqa,Python
1021,ecx-docker,
1022,ecxclient,Python
1023,edb-tickets,Vue
1024,edge-ai-apis,Jupyter Notebook
1025,edge-experiments,
1026,Education-SelfService-AI-Chatbot,Python
1027,eeg-ieeg-brain-compressor,Python
1028,EEL-agentic-ai-bootcamp,Shell
1029,effective-dimension,
1030,Efficient-Biologically-Plausible-Adversarial-Training,Python
1031,egit-installation-for-ibm-explorer-for-zos,
1032,ehr_section_prediction,Python
1033,ei-geospatial-qgis-plugin,Python
1034,elasticsearch-chatbot,JavaScript
1035,elasticsearch-cos-snapshot-restore,Shell
1036,elasticsearch-index-lifecycle-management,HCL
1037,elasticsearch-kibana-codeengine,HCL
1038,elasticsearch-kibana-enterprise-search,HCL
1039,elasticsearch-ml-elser-tutorial,HCL
1040,elasticsearch-ml-vector-search-tutorial,Python
1041,elasticsearch-nlp-ml-tutorial,HCL
1042,elasticsearch-recommender-watson-studio,Jupyter Notebook
1043,elasticsearch-spark-recommender,Jupyter Notebook
1044,elbonara,
1045,elbonara-prolog,Prolog
1046,elgf,
1047,elixir-ibmcloud,Elixir
1048,ELM-Python-Client,HTML
1049,EmbeddingsBias,Jupyter Notebook
1050,embeddings_for_immune_tasks,Python
1051,EMLikelihoodValidation,
1052,EMNLP_2024_LLM_robustness,
1053,employee-attrition-aif360,Jupyter Notebook
1054,EMSVM,Python
1055,Encryption-Keys-Management-using-GKLM,JavaScript
1056,energy-efficient-resilience,Python
1057,engineering-insights-composite-pattern,Jupyter Notebook
1058,ensemble-instruct,Python
1059,ensure-loan-fairness-aif360,Jupyter Notebook
1060,Environmental-Intelligence-Suite,Jupyter Notebook
1061,envizi-planning-analytics,
1062,envizi-supply-chain,
1063,envizi-travel-and-transport-usecase,
1064,envoy101,Shell
1065,EpicTunableCheck,Python
1066,epochs-website,
1067,equivalent-training-ReLUnetwork-SNN,Python
1068,era,
1069,eraser,Python
1070,era_gazebo,C++
1071,eris,
1072,ErrorMap,Python
1073,esindex-operator,Go
1074,eslint-config-ibm,JavaScript
1075,esp-chisel-accelerators,Scala
1076,ess_comprestimator,C
1077,etcd-java,Java
1078,etcd-pmem,Go
1079,eval-assist,TypeScript
1080,event-automation,HTML
1081,event-automation-demo,Shell
1082,Event-Automation-L3,HTML
1083,event-driven-apps,Java
1084,event-notifications,
1085,event-notifications-destination-android-sdk,Java
1086,event-notifications-destination-ios-sdk,Swift
1087,event-notifications-destination-webpush-sdk,JavaScript
1088,event-notifications-go-admin-sdk,Go
1089,event-notifications-huawei-android-sdk,Java
1090,event-notifications-java-admin-sdk,Java
1091,event-notifications-node-admin-sdk,JavaScript
1092,event-notifications-python-admin-sdk,Python
1093,event-streams,HTML
1094,event-streams-go-sdk-generator,Go
1095,event-streams-sample-producer,Java
1096,event-streams-spring-boot-starter,Java
1097,event-streams-topic,Go
1098,eventing-openliberty-blockchain,Java
1099,eventstreams-go-sdk,Go
1100,eventstreams-go-sdk-eventstreams-python-sdk-eventstreams-node-sdk-eventstreams-java-sdk,
1101,eventstreams-java-sdk,Java
1102,eventstreams-node-sdk,JavaScript
1103,eventstreams-python-sdk,Python
1104,eventstreams-samples,Java
1105,Everything-As-Code-Workshop,
1106,EvolveGCN,Python
1107,evote,JavaScript
1108,exact-mapping-ReLUnetwork-SNN,Jupyter Notebook
1109,example-bank,Java
1110,example-bank-argo,
1111,example-bank-toolchain,Java
1112,example-health-analytics,JavaScript
1113,example-health-apis,COBOL
1114,example-health-jee-openshift,Java
1115,example-health-machine-learning,Jupyter Notebook
1116,example-health-pipeline,
1117,example-health-synthea,Java
1118,example-java-stream-gatherers,Java
1119,example-loyalty-web,HTML
1120,ExampleWatsonAssistantJavaExtension,Java
1121,experimental-go-sdk,Go
1122,expert-forecasts-ensembling,Python
1123,expertise-connect,
1124,expertise-connect-integration,HTML
1125,export-to-eventstreams,HCL
1126,exported-tests,TypeScript
1127,expressive-reasoning-graph-store,Java
1128,expressive-sparse-state-space-model,Python
1129,expressjs-openwhisk,JavaScript
1130,extract-audio-from-video,HTML
1131,extract-textual-insights-from-video,JavaScript
1132,extractive-schema-linking,
1133,extremal-python-dependencies,Python
1134,eznosql,
1135,f5-bigip-decode,Python
1136,fa-vs-code-extension,
1137,fabcar-blockchain-sample,JavaScript
1138,fabcar-openshift-public,Shell
1139,fablet,JavaScript
1140,fabric,Go
1141,fabric-contract-attribute-based-access-control,JavaScript
1142,fabric-os-exporter,
1143,fabric-postgres-wallet,JavaScript
1144,FabricNodeSDK-Starter,JavaScript
1145,factory-asset-monitoring-tracking,C++
1146,FactReasoner,Python
1147,FailureSensorIQ,Jupyter Notebook
1148,Fashion-MNIST-using-FfDL,JavaScript
1149,fashion-store,JavaScript
1150,fast-fan-in,Go
1151,fast-rust-serverless-functions,Rust
1152,fastfit,Python
1153,FD-Novelty-PO,C++
1154,fdisk-lib,Rust
1155,fdisk-sys,Rust
1156,fdr-generator,SAS
1157,feast-ibm,Python
1158,feast-ibm-quickstart,Python
1159,fedau,Python
1160,federated-component,TypeScript
1161,Federated-Inference,
1162,federated-learning,
1163,federated-learning-lib,Python
1164,federated-unlearning,Jupyter Notebook
1165,FedMA,Python
1166,few-shot-schema-linking,Python
1167,FfDL,Go
1168,fhe-toolkit-android,
1169,fhe-toolkit-ios,C++
1170,fhe-toolkit-linux,C++
1171,fhe-toolkit-macos,C++
1172,fib-knative,Shell
1173,fiben-benchmark,Shell
1174,FileName-Fix-for-Notes-to-Cloud-Migration,
1175,fimoda,Jupyter Notebook
1176,finspector,JavaScript
1177,firrtl-mode,Emacs Lisp
1178,fitd-website,
1179,fkvb,C++
1180,fl-arbitrary-participation,Python
1181,flask-microservice,JavaScript
1182,flask-starter,HTML
1183,flask-web-app,HTML
1184,flexfl,Python
1185,flexo,Python
1186,Flight-delays-tutorial-Cloud-Pak-for-Data,Jupyter Notebook
1187,flocker-driver,Python
1188,flow-bench,
1189,flowdiscovery-digital-rock,C++
1190,flowdiscovery-simulator,C++
1191,FlowLogger,JavaScript
1192,fluent-forward-go,Go
1193,fm-vs-code-extension,
1194,FMFastSim,Python
1195,fms-dgt,Python
1196,fmwork,Python
1197,fold2seq,Python
1198,FoodTrackerBackend,Swift
1199,forbiditerative,C++
1200,forecast-demand-for-vending-machines,Jupyter Notebook
1201,forecast-tool,
1202,formalite,Python
1203,FormalML,Rocq Prover
1204,fp-go,Go
1205,fraud-prediction-using-FPPredictPlus,
1206,fs-solution-guides-resources,Dockerfile
1207,fscrypt-multiuser,C
1208,fsgo,Go
1209,full-temperature-wallet-solution,Go
1210,functional-genomics-platform,
1211,functionfuse,Python
1212,functions-cos-sql-query,JavaScript
1213,funGCN,Python
1214,fuse-webhdfs,Python
1215,fusion-data-catalog-watsonx-ai-generated-metadata,Python
1216,fuzz-testing,Python
1217,FuzzMon,JavaScript
1218,G2GIE,
1219,g729-codec-service,C++
1220,GameOn-Java-Microservices-on-Kubernetes,Shell
1221,gan-toolkit,Python
1222,gan-toolkit-pattern,Python
1223,gantt-chart,JavaScript
1224,gauge,
1225,gauge-api-steps,Python
1226,gauge-web-app-steps,Python
1227,gcat-assets,Shell
1228,gcm-mcp-server,Python
1229,gcog,Python
1230,gdp-mcp-server,Python
1231,gdpr-fingerprint-pii,Java
1232,gdsc-sdk,Java
1233,GEDS,C++
1234,GEDS-HDFS,Java
1235,gen-ai-rag-watsonx-sample-application,Shell
1236,genai-workload-manager,Python
1237,generate-api-clients-for-max-microservices,
1238,generate-insights-from-data-formats-with-watson,Jupyter Notebook
1239,generate-insights-from-multiple-data-sources,Jupyter Notebook
1240,generate-sparse-dct-matrix-from-images,Python
1241,generative-ai-form-filling-demo,JavaScript
1242,generator-ibm-cloud-assets,JavaScript
1243,geospatial-analysis-accelerator,Jupyter Notebook
1244,geospatial-event-observations,JavaScript
1245,geostats-gen-error,Julia
1246,german-tbo,Python
1247,get-started-openapi,JavaScript
1248,get-your-java-microservice-up-and-running,
1249,GetStartedJava,Shell
1250,getting-started-with-fppredictplus,
1251,getting-started-with-ibm-digital-health-pass,
1252,gevent-for-z,Shell
1253,gfmn,Python
1254,gguf,Jupyter Notebook
1255,ghost,Elixir
1256,GhostForge,Python
1257,gh_runner_uptime,Rust
1258,gibbs-qalgrthms,Jupyter Notebook
1259,github-actions-tester,
1260,github-crawler,Python
1261,github-notifications,
1262,github-project-automation-with-cloud-functions,JavaScript
1263,github-traffic-stats-collector,Shell
1264,GitIgnoreZipper,Java
1265,gitpal-watsonx-ai-github-chatbot,Python
1266,gklm-chatbot,Python
1267,GKLM-KMIP-Banking-App,TypeScript
1268,glimpse-based-active-perception,Python
1269,glitch-resistor,
1270,global-citizen,JavaScript
1271,global-citizen-track-pledges-IBP20,JavaScript
1272,Global-Finance-on-Blockchain,JavaScript
1273,global-financing-blockchain,JavaScript
1274,gluster-monitoring-dashboard,JavaScript
1275,gnforchestrator,Shell
1276,gnn-taxo-construction,Python
1277,go-curl,Go
1278,go-dsect,Go
1279,go-gin-app,HTML
1280,go-kmip,Go
1281,go-microservice,JavaScript
1282,go-platform-sdk,
1283,go-release-executables,Shell
1284,go-repo-template,Shell
1285,go-sdk-core,Go
1286,go-security-plugs,Go
1287,go-starter,Go
1288,go-tenable,Go
1289,go-web-app,HTML
1290,go-with-wakeup-profile,Go
1291,godsect,Go
1292,Golang,Go
1293,gp-molformer,Python
1294,GPT-too-AMR2text,Python
1295,Gradient-Cuff,Python
1296,gradle-k8s-plugin,Groovy
1297,GradSigns,Python
1298,grafana-dashboard-crd,
1299,grafana-ibmlogs-datasource,TypeScript
1300,grafite,TypeScript
1301,grammar2pddl,Jupyter Notebook
1302,granite-guardian-security-framework,Python
1303,granite-mellea-workshop,
1304,Granite-vLLM,
1305,granite-workshop,Jupyter Notebook
1306,granite-wxc,Python
1307,granite_TTM_climate,
1308,GRAPES,Python
1309,graph-amr-parser,
1310,graph-db-insights,Jupyter Notebook
1311,graph-hook-library,C++
1312,Graph-Pattern-Generator,Python
1313,Graph2Seq,Python
1314,graph2tac,Jupyter Notebook
1315,Graph2Tree,Python
1316,graph4nlp,Python
1317,Grapher,Python
1318,graphiql-cost-plugin,TypeScript
1319,graphql-observability-example,Go
1320,graphql-query-generator,TypeScript
1321,graphql-schema-bindings,TypeScript
1322,graphql-specs,
1323,graph_ensemble_learning,Python
1324,graph_space_gps,Python
1325,GREAT-Score,Python
1326,greeting-cloudant-spring,Java
1327,GridFM-Data,Jupyter Notebook
1328,grpc-for-Z,Shell
1329,grpc-gateway-wrapper,Python
1330,gTDR,Python
1331,guardauto-cli,
1332,guardcenter-cli,
1333,guardium-analyzer-workshop,
1334,guardium-api-python-client,
1335,guardium-automation-scripts,Python
1336,guardium-data-protection-apis,Jupyter Notebook
1337,guardium-deployment,
1338,guardium-functionalities-custom-extensions,Python
1339,guardium-helm,Go Template
1340,guardium-ktap,JavaScript
1341,guardium-quarantineusers,
1342,guardium-report-analyzer,JavaScript
1343,guardium-supported-datasources,JavaScript
1344,guardium-universalconnector-commons,
1345,Guardium_External_S-TAP,Shell
1346,guardx,Python
1347,guestbook,Go
1348,guestbook-nodejs,JavaScript
1349,guestbook-nodejs-config,
1350,guide-conveyor-simulator,JavaScript
1351,gWhisper,C++
1352,gym-constructionworld,Python
1353,Hackernews-NLU,Swift
1354,HackerOne-Notifications-Events-via-IBM-Cloud-Slack,Python
1355,HackMIT-2019,
1356,HackMIT-2020,
1357,hackrpi,
1358,hana-os-healthchecker,Python
1359,Harpocrates,
1360,hartigan-kmeans,Python
1361,hashMLDSA,C
1362,HBPE,Kotlin
1363,HCIR,
1364,hdl-tools,Perl
1365,hdp-search-spark-recommender,Jupyter Notebook
1366,HeadTailAssign,Python
1367,health-records-system,HTML
1368,heart-library,Jupyter Notebook
1369,heat-translator,Python
1370,helayers,Jupyter Notebook
1371,helayers-examples,Jupyter Notebook
1372,hello,JavaScript
1373,hello-carbon-vue3,Vue
1374,helloworldjsp,Java
1375,helloworldjspsecure,Java
1376,helloworldoidc,Java
1377,helm-enterprise-benchmark,Python
1378,helm-openshift-workshop,
1379,helm-stop,Shell
1380,helm101,Shell
1381,Hephaestus,
1382,here-telemetry-workshop,JavaScript
1383,heroku-to-code-engine,HTML
1384,Hestia-GOOD,Python
1385,hf,C
1386,hl7-parser-cloud-function,Java
1387,hl7-resource-generator-service,
1388,hlf-internals,
1389,HNCDI-Explain-GeoDN,Jupyter Notebook
1390,hod-archive-sdk-python,Python
1391,home-assistant,Python
1392,homebrew-obee,Shell
1393,HOTT,Python
1394,houdinID,JavaScript
1395,house-of-microservices-openliberty-contract-testing-sample,JavaScript
1396,hpass,
1397,hpc-cluster,HTML
1398,HPCG,C++
1399,hpcs-grep11,C
1400,hpcs-grep11-go,Go
1401,hpcs-grep11-js,JavaScript
1402,hpcs-pkcs11,Go
1403,hpdb-go-sdk,Go
1404,hpt-for-vpmem,Python
1405,hroecalc,HTML
1406,hspo-ontology,Python
1407,HTTP-BlackOps,C#
1408,hubot-cloudant-brain,JavaScript
1409,hybrid-analytics-mfp,TypeScript
1410,Hybrid-BPDN-solver,MATLAB
1411,Hybrid-Cloud-Applications-and-Services,Java
1412,Hybrid-Cloud-Arch-AI-Fulfillment,
1413,hybrid-expert-intuition-model,Python
1414,hybridapplication-operator,Shell
1415,hybriddeployable-operator,Go
1416,hydrogen-plant-mixed-integer-linear-optimiser,Python
1417,hyper-protect-tutorials,Shell
1418,hyperledger-fabric-evm-demo,JavaScript
1419,Hyperledger-Fabric-for-Trusted-IoT,JavaScript
1420,hyperprotect,Shell
1421,hyperprotect-at-ibm-tutorials,HCL
1422,HyperProtectServicesL3,
1423,HyperProtectVirtualServer-Toolchain,Dockerfile
1424,i-oic-better-together-data-ai-assistants-finance,JavaScript
1425,i-oic-better-together-data-ai-healthcare,Python
1426,i2-connect-server,TypeScript
1427,iac-for-openshift-operator,Shell
1428,iac-spec-kit,Python
1429,iam-to-keycloak-migration,Shell
1430,IBM-AppID-Example,JavaScript
1431,ibm-auditlogging-operator,Go
1432,ibm-aws-pandemic-management-system-asset-6,
1433,ibm-azure-trusted-ai,Jupyter Notebook
1434,ibm-backup-recovery-sdk-go,Go
1435,ibm-block-csi-driver,Python
1436,ibm-block-csi-operator,Go
1437,ibm-bob,
1438,ibm-catalog-ui-operator,Makefile
1439,ibm-cert-manager-operator,Go
1440,ibm-cloud-apm-samples,
1441,ibm-cloud-connect-for-splunk,HCL
1442,ibm-cloud-devops,Java
1443,ibm-cloud-dublin-meetup,Python
1444,ibm-cloud-env,JavaScript
1445,ibm-cloud-functions-action-trigger-rule,Shell
1446,ibm-cloud-functions-cloudant-trigger,JavaScript
1447,ibm-cloud-functions-conversational-scenarios,
1448,ibm-cloud-functions-data-at-rest-processing,JavaScript
1449,ibm-cloud-functions-data-processing-cloudant,Shell
1450,ibm-cloud-functions-data-processing-cognitive,
1451,ibm-cloud-functions-data-processing-message-hub,Shell
1452,ibm-cloud-functions-iot-ready,
1453,ibm-cloud-functions-message-hub-trigger,
1454,ibm-cloud-functions-mobile-backend,
1455,ibm-cloud-functions-mobile-push-notifications,Java
1456,ibm-cloud-functions-polyglot-development,Python
1457,ibm-cloud-functions-refarch-data-processing-cloudant,Shell
1458,ibm-cloud-functions-refarch-data-processing-cognitive,
1459,ibm-cloud-functions-refarch-data-processing-message-hub,Shell
1460,ibm-cloud-functions-refarch-distributed-processing,
1461,ibm-cloud-functions-refarch-map-reduce,
1462,ibm-cloud-functions-refarch-mobile-backend,
1463,ibm-cloud-functions-refarch-model-scoring,
1464,ibm-cloud-functions-refarch-monte-carlo-simulation,
1465,ibm-cloud-functions-refarch-serverless-apis,Shell
1466,ibm-cloud-functions-refarch-serverless-image-recognition,JavaScript
1467,ibm-cloud-functions-refarch-template,Shell
1468,ibm-cloud-functions-refarch-video-transcoding,
1469,ibm-cloud-functions-refarch-web-application,Shell
1470,ibm-cloud-functions-refarch-web-application-express,
1471,ibm-cloud-functions-rest-api-trigger,
1472,ibm-cloud-functions-scheduled-tasks,
1473,ibm-cloud-functions-serverless-apis,JavaScript
1474,ibm-cloud-functions-serverless-blockchain,JavaScript
1475,ibm-cloud-functions-serverless-iot-openfridge,JavaScript
1476,ibm-cloud-functions-serverless-ocr-openchecks,JavaScript
1477,ibm-cloud-functions-with-on-prem-resources,JavaScript
1478,IBM-Cloud-Guide,EJS
1479,ibm-cloud-reference-architectures,HCL
1480,ibm-cloud-sdk-common,
1481,ibm-cloud-security-network-insights-2-qradar,
1482,ibm-cloud-vpc-logs-2-qradar,Python
1483,ibm-cloudability-governance,Shell
1484,ibm-cloudpak-index,
1485,ibm-common-service-catalog,Shell
1486,ibm-common-service-operator,Go
1487,ibm-common-service-webhook,Go
1488,ibm-common-services-mongodb-operator,
1489,ibm-commonui-operator,Go
1490,ibm-cos-connector,JavaScript
1491,ibm-cos-sdk-go,Go
1492,ibm-cos-sdk-go-config,Go
1493,ibm-cos-sdk-go-v2,Go
1494,ibm-cos-sdk-java,Java
1495,ibm-cos-sdk-java-config,Java
1496,ibm-cos-sdk-java-v2,Java
1497,ibm-cos-sdk-js,JavaScript
1498,ibm-cos-sdk-js-config,TypeScript
1499,ibm-cos-sdk-python,Python
1500,ibm-cos-sdk-python-config,Python
1501,ibm-cos-sdk-python-core,Python
1502,ibm-cos-sdk-python-s3transfer,Python
1503,ibm-cos-vm-iac,Shell
1504,ibm-cosi-driver,Go
1505,ibm-cp4s-client,Python
1506,ibm-crossplane,Go
1507,ibm-crossplane-operator,Shell
1508,ibm-csi-common,Go
1509,ibm-data-services-and-kafka-connect,HCL
1510,IBM-db2-blockchain-insurance-application,JavaScript
1511,ibm-developer-espanol,JavaScript
1512,ibm-developer-java,Java
1513,ibm-developer-portugues,JavaScript
1514,ibm-developer-watsonx,Jupyter Notebook
1515,ibm-dotcom-think-banner,JavaScript
1516,ibm-dte-openlab-samples,JavaScript
1517,ibm-echo,JavaScript
1518,ibm-elastic-stack-operator,Shell
1519,ibm-envizi-emissions-api,Jupyter Notebook
1520,ibm-envizi-emissions-api-excel-addin,TypeScript
1521,ibm-envizi-emissions-api-nodejs-sdk,TypeScript
1522,ibm-event-automation,Shell
1523,IBM-Extended-Markov-Ratio-Decision-Process,Jupyter Notebook
1524,ibm-flashsystems-mcpserver,Python
1525,ibm-foc-microservices-demo,
1526,IBM-function-webapp,TypeScript
1527,ibm-garage-tekton-tasks,Shell
1528,ibm-generative-ai,Python
1529,ibm-generative-ai-cli,JavaScript
1530,ibm-generative-ai-node-sdk,TypeScript
1531,ibm-grafana-ocpthanos-proxy,Go
1532,ibm-healthcheck-operator,Go
1533,ibm-helm-api-operator,Makefile
1534,ibm-helm-repo-operator,Makefile
1535,ibm-hpcs-tke-sdk,Go
1536,ibm-hpcs-uko-sdk,Go
1537,ibm-iae-go-sdk,Go
1538,ibm-iae-java-sdk,Java
1539,ibm-iae-node-sdk,JavaScript
1540,ibm-iae-python-sdk,Python
1541,ibm-iam-operator,Go
1542,ibm-iam-policy-operator,Go
1543,ibm-ingress-nginx-operator,Shell
1544,ibm-integration,
1545,ibm-ix-aem-sonarqube-plugin,Java
1546,IBM-Knowledge-Driven-Optimization-Samples,Java
1547,ibm-license-usage-aggregator-for-fargate,Python
1548,ibm-licensing-operator,Go
1549,ibm-licensing-reporter-operator,Go
1550,ibm-management-ingress-operator,Go
1551,ibm-management-repo-operator,Makefile
1552,ibm-materials-notebook,TypeScript
1553,ibm-maximo-contextual-anomaly-detection-models,Jupyter Notebook
1554,ibm-maximo-electric-transformer-models,Jupyter Notebook
1555,IBM-Metaprogramming-for-Python,Python
1556,ibm-metering-multicloudui-operator,Go
1557,ibm-metering-operator,Go
1558,ibm-metering-receiver-operator,Go
1559,ibm-metering-sender-operator,Go
1560,ibm-mongodb-geospatial-queries,JavaScript
1561,ibm-mongodb-operator,Go
1562,ibm-mongodb-timeseries-collections,HCL
1563,ibm-monitoring-exporters-operator,Go
1564,ibm-monitoring-grafana-operator,Go
1565,ibm-monitoring-prometheus-operator-ext,Go
1566,ibm-mt-grqenforcer-operator,Go
1567,ibm-namespace-scope-operator,Go
1568,ibm-object-csi-driver,Go
1569,ibm-object-csi-driver-operator,Go
1570,ibm-odf-tech-preview,
1571,ibm-omsx-connector-module,
1572,ibm-openpages-local-mcp-server,Python
1573,ibm-pak,
1574,ibm-platform-api-operator,Shell
1575,ibm-postgresql-pgadmin-codeengine,HCL
1576,ibm-process-mining-BAW-accelerator,Python
1577,ibm-qradar-brocade,Python
1578,ibm-qradar-cdm-fs-safeguarded-copy,Python
1579,ibm-qradar-ds8k-sgc-csm,Python
1580,IBM-QRadar-Universal-Cloud-REST-API,
1581,ibm-quantum-style-guide,Gherkin
1582,ibm-quarkus-ai-langchain4j-workshop,Java
1583,ibm-rpa-cli,C#
1584,IBM-RPA-Toolkit-for-BAW,
1585,IBM-runbook-automation-collaboration,Shell
1586,ibm-satellite-storage,
1587,ibm-secretshare-operator,Go
1588,ibm-security-notebooks,Jupyter Notebook
1589,ibm-sensitive-data-tagging-for-z,
1590,ibm-smart-procurement-advisor,
1591,IBM-SMF-Explorer,Jupyter Notebook
1592,ibm-software-hub-argocd,
1593,ibm-spectrum-discover-resources,Shell
1594,ibm-spectrum-lsf-rtm-server,PHP
